iter	MultiClass
266	0.07393629936
267	0.07372183367
268	0.07340965143
269	0.07319208598
270	0.07270065811
271	0.07231426346
272	0.07195756564
273	0.07173392724
274	0.07155676068
275	0.07100603512
276	0.07080679871
277	0.0705662541
278	0.07040141542
279	0.07013352915
280	0.06984345886
281	0.06930518532
282	0.06891930619
283	0.06868707819
284	0.06834884276
285	0.06821229219
286	0.06801073405
287	0.06752169944
288	0.06743075235
289	0.06701732655
290	0.06685731391
291	0.06630354063
292	0.06603161529
293	0.0657135711
294	0.06550930366
295	0.06525880526
296	0.06479437718
297	0.06454134523
298	0.06435019872
299	0.06419154013
300	0.06394453858
301	0.06358972564
302	0.06325205663
303	0.06304578829
304	0.06291104529
305	0.06256361578
306	0.06239588455
307	0.06230012434
308	0.06215517229
309	0.06197846643
310	0.06166794918
311	0.06146961424
312	0.06130139158
313	0.0612140567
314	0.06095048488
315	0.06083303365
316	0.06067905974
317	0.05973266783
318	0.05952305226
319	0.05937932672
320	0.05914180021
321	0.05893696755
322	0.05872371957
323	0.05863157513
324	0.05815055648
325	0.0580362895
326	0.05785544502
327	0.05769056747
328	0.05742363029
329	0.05725181869
330	0.05715410014
331	0.05705844245
332	0.05700825257
333	0.05690176567
334	0.05681902604
335	0.05668998126
336	0.0563761406
337	0.05609634203
338	0.05589221774
339	0.05576396586
340	0.0556671223
341	0.0555805114
342	0.05529433536
343	0.05511009119
344	0.05506291668
345	0.05490437098
346	0.05477741016
347	0.05466761308
348	0.05454282038
349	0.05437352764
350	0.05422548879
351	0.05405764696
352	0.05390221197
353	0.05378685101
354	0.05360771862
355	0.05325766066
356	0.05315402207
357	0.05296682304
358	0.05275736433
359	0.05257603072
360	0.05241203648
361	0.05218168113
362	0.0520298951
363	0.05178740303
364	0.05152031209
365	0.05132003419
366	0.05122092988
367	0.05106308982
368	0.05087399752
369	0.05064623743
370	0.05047185958
371	0.05018577393
372	0.05006250072
373	0.04987434956
374	0.04982544825
375	0.04958085106
376	0.04948727141
377	0.04938315444
378	0.04926725041
379	0.04908830323
380	0.0489301595
381	0.04878339217
382	0.04865292966
383	0.04857146122
384	0.04844019909
385	0.04815312903
386	0.04790409331
387	0.04777799368
388	0.04764064088
389	0.04754585643
390	0.04740856606
391	0.04730461902
392	0.04721835869
393	0.04714248576
394	0.04695787063
395	0.04677292796
396	0.0466605465
397	0.04640236898
398	0.0462651501
399	0.04601122751
400	0.04582994408
401	0.04574101436
402	0.04561323617
403	0.04545244961
404	0.04501332008
405	0.04477679257
406	0.04467322182
407	0.0445373105
408	0.04439917085
409	0.04422251346
410	0.04412718704
411	0.04403215712
412	0.04393487461
413	0.04382438479
414	0.04372900022
415	0.04355758782
416	0.0434419646
417	0.04333039377
418	0.04319337823
419	0.04313000954
420	0.04303415789
421	0.04294034799
422	0.04286921088
423	0.04278758042
424	0.04267625171
425	0.04259803864
426	0.0425372819
427	0.04238029823
428	0.04223448557
429	0.04212135955
430	0.04204043973
431	0.04196846314
432	0.04176666901
433	0.04165019048
434	0.04143598766
435	0.04128070325
436	0.04120975083
437	0.04108945856
438	0.04101193861
439	0.04092592508
440	0.04082478144
441	0.04072787362
442	0.04065495573
443	0.04059696199
444	0.04049443971
445	0.04045256861
446	0.04031134149
447	0.040230109
448	0.04012796389
449	0.04006061036
450	0.0400120297
451	0.0399408122
452	0.03985161799
453	0.03975998091
454	0.0396877533
455	0.03958566998
456	0.03946861908
457	0.03934330035
458	0.03928733891
459	0.03917792823
460	0.03910652087
461	0.03903035347
462	0.03894372871
463	0.03882462332
464	0.0387630308
465	0.03869309274
466	0.03856836526
467	0.03852958474
468	0.03842772342
469	0.03824841003
470	0.03812624164
471	0.03804571788
472	0.03795572856
473	0.03788613157
474	0.03782735661
475	0.0377341132
476	0.03763223753
477	0.03752425995
478	0.03744103395
479	0.03738417915
480	0.03720696807
481	0.03702906062
482	0.03695945446
483	0.03691258913
484	0.03675900708
485	0.03662438019
486	0.03643842862
487	0.03635636296
488	0.036269864
489	0.03619890293
490	0.03612799686
491	0.03588959448
492	0.03584287235
493	0.03574507733
494	0.03570050299
495	0.03563944324
496	0.03555172273
497	0.03547000165
498	0.03529562462
499	0.0351962733
500	0.03501916597
501	0.03495739911
502	0.0349351453
503	0.03483344681
504	0.03473408663
505	0.03470225148
506	0.03461806266
507	0.03456145502
508	0.03451461647
509	0.03431253893
510	0.03422937847
511	0.03417095271
512	0.03407773903
513	0.03392974
514	0.03388363316
515	0.03382741277
516	0.03375005276
517	0.03366134537
518	0.03356754202
519	0.03350263065
520	0.03343773604
521	0.03337610888
522	0.03330376979
523	0.0332521909
524	0.03315643739
525	0.03307771761
526	0.03300154244
527	0.03296590469
528	0.03294901379
529	0.03286620135
530	0.03279830588
531	0.0327219435
532	0.03267620481
533	0.03259126707
534	0.032512481
535	0.03233958028
536	0.032312078
537	0.03222901536
538	0.03206318541
539	0.03200737567
540	0.03194215338
541	0.0318618635
542	0.03183627343
543	0.03178006822
544	0.03173722123
545	0.03169688173
546	0.03163892388
547	0.03156305374
548	0.03151559049
549	0.03140837367
550	0.03137605736
551	0.0313050774
552	0.03126679655
553	0.03119093406
554	0.03109664002
555	0.03100626673
556	0.03092632446
557	0.03089817715
558	0.0308145047
559	0.03075189339
560	0.03068144136
561	0.03063836785
562	0.03056708021
563	0.03051182638
564	0.03042369492
565	0.03036458343
566	0.03030273182
567	0.03026025699
568	0.03017714337
569	0.03011139864
570	0.03005428741
571	0.02999515541
572	0.02991916823
573	0.02980762606
574	0.02972363305
575	0.0296559961
576	0.02958188227
577	0.02952264107
578	0.02946711523
579	0.02943120857
580	0.02937723521
581	0.02932036456
582	0.02927976618
583	0.02918025872
584	0.02908667613
585	0.02899137032
586	0.02896453145
587	0.02893278128
588	0.02889454164
589	0.02886389647
590	0.0288210298
591	0.02876684299
592	0.02868779883
593	0.0286349259
594	0.02859014387
595	0.02847450571
596	0.02843195295
597	0.02836668695
598	0.02825946018
599	0.02823578766
600	0.02818881405
601	0.02811323811
602	0.02802142436
603	0.02798606662
604	0.02795462602
605	0.0278938452
606	0.02781652893
607	0.02774295287
608	0.02769243116
609	0.02761068385
610	0.02757340081
611	0.02750596415
612	0.02745732399
613	0.02741033585
614	0.02736708232
615	0.02733429043
616	0.02725621797
617	0.02721854203
618	0.02713498849
619	0.02711580978
620	0.02704573771
621	0.02696782286
622	0.02693194543
623	0.02689554432
624	0.02684514647
625	0.02677505882
626	0.02661008472
627	0.02654925255
628	0.02647320248
629	0.02637987718
630	0.02635607552
631	0.02633205618
632	0.02628292989
633	0.02624149921
634	0.02621013222
635	0.02616307533
636	0.02613338427
637	0.02610553417
638	0.02604294593
639	0.02601490047
640	0.02595833595
641	0.02590978109
642	0.02587454771
643	0.02584125021
644	0.02566766575
645	0.02559277857
646	0.02556458728
647	0.02551791476
648	0.02547834212
649	0.02545044134
650	0.02540809575
651	0.0253403874
652	0.0253110511
653	0.02528991252
654	0.02526098624
655	0.02522972598
656	0.02518754187
657	0.02511472421
658	0.02507257579
659	0.02500417354
660	0.0249732515
661	0.02493503333
662	0.02487749409
663	0.02483782639
664	0.02478620516
665	0.0247365523
666	0.02464688857
667	0.02459893516
668	0.02453792267
669	0.02451507283
670	0.02449263235
671	0.02444870192
672	0.02441690558
673	0.02438688491
674	0.0243491735
675	0.02430196221
676	0.02420714357
677	0.02415000899
678	0.02412574898
679	0.02407085287
680	0.02400626126
681	0.02396694728
682	0.0239335024
683	0.02390432998
684	0.02386966088
685	0.02383411803
686	0.02380173482
687	0.02367034888
688	0.02362114273
689	0.02359843162
690	0.02356655661
691	0.02353419843
692	0.02343855083
693	0.02340109091
694	0.02334637812
695	0.02330570058
696	0.02326683457
697	0.02324095512
698	0.02316704551
699	0.02312839966
700	0.02304462182
701	0.02301899283
702	0.0230074185
703	0.02296356892
704	0.02293790802
705	0.02292525459
706	0.02287568363
707	0.0228503979
708	0.02281527314
709	0.02276952
710	0.02273718243
711	0.02271055247
712	0.02266694917
713	0.02260238144
714	0.02255807859
715	0.02251990354
716	0.02249065278
717	0.02244603491
718	0.02240521945
719	0.02237368518
720	0.02234610677
721	0.02231101923
722	0.02227749579
723	0.02222998524
724	0.0221949128
725	0.02217016922
726	0.02215653406
727	0.02211780088
728	0.02207563834
729	0.02205033842
730	0.02202372699
731	0.02199770496
732	0.02196187939
733	0.02188979892
734	0.02185460277
735	0.02183303479
736	0.02178969225
737	0.02176268908
738	0.02174631981
739	0.02169582184
740	0.02167373557
741	0.02159986311
742	0.02153901858
743	0.02150755207
744	0.02146697475
745	0.02144079004
746	0.02141195312
747	0.02137861851
748	0.02135304932
749	0.02130950361
750	0.02128829142
751	0.02127291536
752	0.0212426276
753	0.02122016496
754	0.02117927341
755	0.0211414273
756	0.02111529695
757	0.02107378402
758	0.02102692417
759	0.02098085849
760	0.0209170942
761	0.02088963136
762	0.02083382529
763	0.02077046536
764	0.02074452616
765	0.02072674742
766	0.02064997602
767	0.0206239794
768	0.02059741993
769	0.02058684453
770	0.02051565711
771	0.02047836476
772	0.02046099099
773	0.02043091953
774	0.02040539191
775	0.02036920057
776	0.02033385545
777	0.02031789599
778	0.02028688238
779	0.02026250689
780	0.02022785674
781	0.02017090815
782	0.02013099332
783	0.02010086968
784	0.02006791708
785	0.02003286112
786	0.02000927398
787	0.0200027823
788	0.01997992336
789	0.01994859531
790	0.01990663484
791	0.01988003661
792	0.01985692326
793	0.01983487999
794	0.01981017814
795	0.01977949817
796	0.01975539375
797	0.01974212323
798	0.01968819834
799	0.01964660438
800	0.01962244995
801	0.01956642322
802	0.01952597661
803	0.01949590577
804	0.0194708259
805	0.01944287483
806	0.01941086131
807	0.01939261817
808	0.01936866019
809	0.01930825811
810	0.01928634984
811	0.0192701157
812	0.01924117795
813	0.01917156886
814	0.01914838357
815	0.01911610992
816	0.01903663006
817	0.01901611036
818	0.01895301149
819	0.01893221283
820	0.01892060706
821	0.01888863977
822	0.01887321124
823	0.01885221722
824	0.0188393613
825	0.01882046273
826	0.01878144046
827	0.01876581544
828	0.01873946493
829	0.01868520239
830	0.01866713138
831	0.01863793048
832	0.01861751323
833	0.01859994028
834	0.01857785314
835	0.01855749412
836	0.01852107369
837	0.01849560495
838	0.01847439049
839	0.01842212108
840	0.01840006781
841	0.01838331905
842	0.01836192966
843	0.01834672797
844	0.01827559489
845	0.01823646807
846	0.01821032808
847	0.01813750762
848	0.01812015152
849	0.01808832846
850	0.01805755477
851	0.01804387981
852	0.01802522365
853	0.01800338941
854	0.01796803019
855	0.01792847057
856	0.01787571512
857	0.01785105874
858	0.01780903969
859	0.01778839329
860	0.01777277357
861	0.01775814209
862	0.01772647091
863	0.01770665844
864	0.01766649747
865	0.01765016781
866	0.01764055829
867	0.01761258579
868	0.01759496652
869	0.01758277455
870	0.0175677043
871	0.01754234227
872	0.01752790032
873	0.01750400431
874	0.01747422705
875	0.01746505411
876	0.01744659086
877	0.01741866943
878	0.01739755059
879	0.01737288454
880	0.01735355852
881	0.01733444262
882	0.01731419253
883	0.01729793906
884	0.01727852327
885	0.01723571531
886	0.01720921986
887	0.01718529229
888	0.0171576366
889	0.01713183173
890	0.0171165114
891	0.01709215509
892	0.01704612998
893	0.01698330197
894	0.01694615977
895	0.01692279695
896	0.01690168354
897	0.01688201431
898	0.01686798062
899	0.01684591849
900	0.01681709794
901	0.01679122338
902	0.01676694551
903	0.0167303395
904	0.01671829044
905	0.0167056617
906	0.01669024468
907	0.01667555663
908	0.01664377889
909	0.01663349287
910	0.01661078222
911	0.01657590633
912	0.01656668515
913	0.01654670498
914	0.01652330171
915	0.0165015042
916	0.01648378571
917	0.01646718953
918	0.01644877301
919	0.01642700198
920	0.01642041264
921	0.01640664333
922	0.01638523971
923	0.01635559867
924	0.0163460802
925	0.01632776623
926	0.01630552093
927	0.01627477293
928	0.01626462827
929	0.01623668347
930	0.01622137106
931	0.01618941416
932	0.016174069
933	0.01615344434
934	0.01609458581
935	0.01607393302
936	0.01606171244
937	0.01604656082
938	0.01602199298
939	0.0160140392
940	0.01600399035
941	0.01598651936
942	0.01596846799
943	0.01590487728
944	0.01588362582
945	0.01587170022
946	0.0158549848
947	0.01580495084
948	0.01579421815
949	0.0157727267
950	0.01575094597
951	0.01573494415
952	0.01571200925
953	0.01568525411
954	0.01566708488
955	0.0156467183
956	0.01561233741
957	0.0155725465
958	0.0155618644
959	0.01554419748
960	0.01553039405
961	0.01549952043
962	0.01548039878
963	0.0154678282
964	0.01544627903
965	0.01540745717
966	0.0153972968
967	0.01538693294
968	0.01537044855
969	0.01535798039
970	0.01534219554
971	0.01528799086
972	0.01527131665
973	0.0152593237
974	0.01524579031
975	0.01523032459
976	0.01521461015
977	0.01518246949
978	0.01516011647
979	0.01514666213
980	0.01513383574
981	0.01511336413
982	0.01510629769
983	0.01507813424
984	0.01505924457
985	0.01503900605
986	0.01502488885
987	0.01499266803
988	0.01496314745
989	0.01494870236
990	0.01493200617
991	0.01492301182
992	0.01491175083
993	0.0149035605
994	0.01487965595
995	0.01486555853
996	0.01485487652
997	0.01483359325
998	0.01482209672
999	0.01480618653
